timeOpen,open,high,low,close,volume,marketCap,Crypt
"Friday, May 8, 2026",80009.63,80447.26,79205.52,80186.76,33789351539.87,1605888329116.33,BTC
"Thursday, May 7, 2026",81428.85,81684.96,79522.66,80009.99,36931193154.15,1602397972663.70,BTC
"Wednesday, May 6, 2026",80930.74,82792.21,80751.02,81427.53,41751539999.83,1630668962677.56,BTC
"Tuesday, May 5, 2026",79823.53,81751.45,79787.57,80927.05,39700107375.52,1620657697591.98,BTC
"Monday, May 4, 2026",78540.29,80742.36,78217.96,79827.91,54325085295.67,1598348080527.63,BTC
"Sunday, May 3, 2026",78656.73,79402.36,78073.08,78538.22,20544392639.44,1572653153355.53,BTC
"Saturday, May 2, 2026",78177.75,79119.79,78031.96,78657.25,16761531851.12,1574984679275.86,BTC
"Friday, May 1, 2026",76305.06,78894.98,76294.69,78179.00,39164328893.83,1565385279867.85,BTC
"Thursday, April 30, 2026",75778.63,76611.48,75318.98,76304.32,29497862305.16,1527849871263.06,BTC
"Wednesday, April 29, 2026",76350.69,77884.97,74958.57,75776.14,41460907886.31,1517269806344.40,BTC
"Tuesday, April 28, 2026",77368.12,77483.87,75673.60,76350.67,32056900879.90,1528700113061.53,BTC
"Monday, April 27, 2026",78661.01,79488.17,76481.34,77366.62,38135631927.38,1549038335419.66,BTC
"Sunday, April 26, 2026",77613.12,78923.56,77334.89,78657.54,21482934749.76,1574890108360.41,BTC
"Saturday, April 25, 2026",77457.21,77882.64,77184.66,77612.02,16702933134.07,1553873094608.76,BTC
"Friday, April 24, 2026",78263.82,78554.09,77318.45,77455.32,32784213526.20,1550717824694.32,BTC
"Thursday, April 23, 2026",78203.87,78676.94,77014.45,78268.95,40354900915.57,1566830481949.34,BTC
"Wednesday, April 22, 2026",76354.22,79468.00,76159.58,78203.10,48336654536.69,1565601891823.28,BTC
"Tuesday, April 21, 2026",75872.83,76881.48,74852.67,76352.78,36453522626.26,1528539541677.66,BTC
"Monday, April 20, 2026",73854.25,76575.36,73775.57,75872.52,39674447916.20,1518872332223.47,BTC
"Sunday, April 19, 2026",75723.69,76243.09,73802.38,73856.35,30931515195.08,1478432251105.21,BTC
"Saturday, April 18, 2026",77136.05,77416.71,75504.94,75726.21,26014416775.59,1515817233191.03,BTC
"Friday, April 17, 2026",75164.04,78320.68,74558.60,77126.88,54137194838.51,1544052930857.01,BTC
"Thursday, April 16, 2026",74810.87,75506.57,73346.26,75152.13,41312783854.71,1504546166131.81,BTC
"Wednesday, April 15, 2026",74182.03,75409.27,73549.20,74805.08,38090174312.46,1497441322375.75,BTC
"Tuesday, April 14, 2026",74478.40,76061.76,73877.20,74181.61,53540826529.91,1484822769014.49,BTC
"Monday, April 13, 2026",70757.62,74896.31,70588.52,74484.64,52278211554.42,1490719619286.80,BTC
"Sunday, April 12, 2026",73056.05,73154.03,70540.57,70753.41,29882740487.02,1416213041182.25,BTC
"Saturday, April 11, 2026",72976.12,73784.23,72556.34,73054.27,23287073964.72,1462182130861.79,BTC
"Friday, April 10, 2026",71774.37,73440.11,71434.83,72979.05,37722595731.55,1460552966821.12,BTC
"Thursday, April 9, 2026",71120.57,73107.27,70486.36,71767.83,38799581473.13,1436472162936.48,BTC
"Wednesday, April 8, 2026",71950.15,72825.19,70707.47,71123.36,42444631703.43,1423355261108.52,BTC
"Tuesday, April 7, 2026",68859.38,72732.43,67740.51,71940.70,44650511480.43,1439925471220.89,BTC
"Monday, April 6, 2026",68982.91,70305.42,68347.08,68859.83,39542143228.74,1378040287744.35,BTC
"Sunday, April 5, 2026",67291.20,69087.66,66610.64,68981.90,22972648674.04,1380484960618.36,BTC
"Saturday, April 4, 2026",66938.65,67515.02,66769.64,67290.52,15878814963.14,1346597084077.54,BTC
"Friday, April 3, 2026",66889.01,67296.23,66281.54,66931.10,22815543346.49,1339517178105.83,BTC
"Thursday, April 2, 2026",68077.90,68633.15,65725.26,66888.57,39323384518.00,1338495290944.93,BTC
"Wednesday, April 1, 2026",68232.89,69230.36,67555.36,68078.55,36465393616.75,1362256215614.84,BTC
"Tuesday, March 31, 2026",66694.59,68495.27,65950.44,68233.32,42997691338.41,1365322810957.30,BTC
"Monday, March 30, 2026",65958.35,68087.29,65759.80,66691.44,37694994180.04,1334512797942.69,BTC
"Sunday, March 29, 2026",66319.69,67052.95,64971.71,65954.92,21645889784.82,1319754811327.83,BTC
"Saturday, March 28, 2026",66338.50,67232.86,65906.75,66319.70,20924883455.20,1326953773171.98,BTC
"Friday, March 27, 2026",68790.83,69117.53,65532.57,66338.37,46483453593.58,1327145021942.67,BTC
"Thursday, March 26, 2026",71310.12,71410.39,68118.35,68791.62,38962070215.30,1376026026602.52,BTC
"Wednesday, March 25, 2026",70520.05,71985.74,70383.60,71309.88,35409791746.81,1426419319964.20,BTC
"Tuesday, March 24, 2026",70912.67,71371.30,68920.69,70517.86,40181522399.46,1410615551986.87,BTC
"Monday, March 23, 2026",67843.00,71782.26,67458.85,70914.86,51508669356.51,1418469235719.65,BTC
"Sunday, March 22, 2026",68737.45,69561.78,67372.87,67845.21,30108051508.40,1357066376791.85,BTC
"Saturday, March 21, 2026",70522.47,71051.27,68602.92,68711.53,21109354717.61,1374958149426.49,BTC
"Friday, March 20, 2026",69911.53,71346.80,69398.88,70522.58,38299078407.33,1410663987087.71,BTC
"Thursday, March 19, 2026",71250.35,71598.85,68805.52,69912.79,44631433398.47,1398443303281.55,BTC
"Wednesday, March 18, 2026",73936.85,74658.98,70503.86,71245.58,46229011154.73,1425223838737.07,BTC
"Tuesday, March 17, 2026",74855.30,75988.40,73444.23,73922.47,49500721728.03,1478962001685.34,BTC
"Monday, March 16, 2026",72798.17,74901.86,72300.63,74861.08,55572438409.41,1497326210148.95,BTC
"Sunday, March 15, 2026",71213.68,73173.01,70882.42,72789.92,27991268669.37,1456148741634.62,BTC
"Saturday, March 14, 2026",70965.38,71291.20,70339.59,71214.63,22283546496.27,1424426412578.43,BTC
"Friday, March 13, 2026",70497.05,73927.32,70410.72,70968.27,61167226504.68,1419433046554.98,BTC
"Thursday, March 12, 2026",70209.77,70775.83,69230.15,70493.46,40871848129.31,1410037876886.50,BTC
"Wednesday, March 11, 2026",69931.25,71337.66,68998.87,70204.88,45236859848.17,1404263969620.76,BTC
"Tuesday, March 10, 2026",68402.72,71770.90,68402.72,69926.92,54003996095.67,1398663250990.42,BTC
"Monday, March 9, 2026",65969.58,69474.95,65858.01,68402.39,49499875377.98,1368062400271.18,BTC
"Sunday, March 8, 2026",67272.50,68177.79,65639.20,65969.78,33195080115.60,1319371219253.26,BTC
"Saturday, March 7, 2026",68136.69,68515.16,66969.26,67272.60,23258701211.49,1345400829070.91,BTC
"Friday, March 6, 2026",70842.16,71378.57,67757.82,68136.49,43776962871.05,1362653662990.35,BTC
"Thursday, March 5, 2026",72712.66,73555.79,70654.88,70841.13,51172841726.65,1416728207981.29,BTC
"Wednesday, March 4, 2026",68290.56,74051.81,67437.41,72710.58,75073101273.70,1453248118165.79,BTC
"Tuesday, March 3, 2026",68785.07,69232.89,66237.61,68293.65,47947999048.51,1365637950209.07,BTC
"Monday, March 2, 2026",65734.08,70044.00,65303.14,68775.85,56698092052.41,1375498098717.08,BTC
"Sunday, March 1, 2026",67005.89,68162.82,65076.73,65738.10,40733141928.58,1314459510436.08,BTC
"Saturday, February 28, 2026",65878.93,67714.53,63062.22,66995.86,42041497112.34,1339860961690.55,BTC
"Friday, February 27, 2026",67456.52,68220.41,64946.04,65881.80,40283655942.19,1317296459891.72,BTC
"Thursday, February 26, 2026",67954.87,68843.35,66523.74,67453.77,42988597522.92,1348810726356.08,BTC
"Wednesday, February 25, 2026",64077.77,69953.53,63942.49,67960.12,53629234354.54,1358746067390.46,BTC
"Tuesday, February 24, 2026",64616.02,64992.16,62553.19,64080.04,40849331086.22,1281192136823.28,BTC
"Monday, February 23, 2026",67668.43,67668.43,63924.44,64616.74,50953457309.11,1291922313488.45,BTC
"Sunday, February 22, 2026",67998.82,68235.23,67185.60,67659.39,17893536012.27,1352919184796.99,BTC
"Saturday, February 21, 2026",68000.25,68657.70,67533.07,68003.76,18357635642.07,1359490709241.01,BTC
"Friday, February 20, 2026",66958.58,68269.03,66452.48,68005.42,47507867303.75,1359494043876.27,BTC
"Thursday, February 19, 2026",66425.63,67277.12,65637.43,66957.52,31492987019.05,1338639992672.70,BTC
"Wednesday, February 18, 2026",67488.02,68434.43,65845.90,66425.32,33094301642.96,1327949751121.02,BTC
"Tuesday, February 17, 2026",68843.09,69201.87,66615.28,67494.22,34866936040.44,1349156427337.43,BTC
"Monday, February 16, 2026",68782.40,70067.24,67301.58,68843.15,33618145425.51,1376210750966.39,BTC
"Sunday, February 15, 2026",69764.95,70939.29,68052.55,68788.19,40191152749.94,1374960987998.15,BTC
"Saturday, February 14, 2026",68856.99,70481.16,68706.61,69767.62,36012397644.78,1394559086335.70,BTC
"Friday, February 13, 2026",66213.38,69382.83,65835.78,68857.84,40820775886.43,1376373401512.88,BTC
"Thursday, February 12, 2026",66992.19,68339.49,65092.11,66221.84,44651071271.06,1323498239285.62,BTC
"Wednesday, February 11, 2026",68791.86,69242.68,65757.30,66991.97,49671946030.32,1339030082495.72,BTC
"Tuesday, February 10, 2026",70137.39,70464.27,67913.09,68793.96,40593063076.57,1374968059442.13,BTC
"Monday, February 9, 2026",70243.33,71369.97,68291.03,70120.78,52081598791.71,1401829597344.57,BTC
"Sunday, February 8, 2026",69283.73,72206.91,68852.90,70264.72,39721722619.01,1403911304869.42,BTC
"Saturday, February 7, 2026",70553.80,71611.15,67364.44,69281.97,62347107662.58,1384695255304.97,BTC
"Friday, February 6, 2026",62704.45,71681.31,60074.20,70555.39,114674259489.47,1410041587767.92,BTC
"Thursday, February 5, 2026",73016.37,73161.55,62353.54,62702.10,125509410907.56,1253142757703.67,BTC
"Wednesday, February 4, 2026",75640.09,76864.66,71779.93,73019.70,67215363944.09,1459728269502.68,BTC
"Tuesday, February 3, 2026",78693.51,79118.85,72897.14,75633.55,68249110822.41,1511489970714.14,BTC
"Monday, February 2, 2026",76968.87,79258.61,74551.33,78688.76,75140589683.90,1572505326891.95,BTC
"Sunday, February 1, 2026",78626.13,79322.61,75698.90,76974.44,53372509743.57,1538042510552.87,BTC
"Saturday, January 31, 2026",84126.50,84136.92,75815.88,78621.11,70479259159.27,1571158846977.80,BTC
"Friday, January 30, 2026",84562.73,84602.16,81071.47,84128.66,72083816087.41,1681055646208.42,BTC
"Thursday, January 29, 2026",89169.85,89200.78,83250.60,84561.58,64653083162.25,1689739535880.34,BTC
"Wednesday, January 28, 2026",89104.04,90439.29,88721.46,89184.57,39807419295.74,1781761763762.97,BTC
"Tuesday, January 27, 2026",88257.47,89427.13,87228.92,89102.57,38744942267.49,1780416231732.73,BTC
"Monday, January 26, 2026",86566.52,88743.07,86429.29,88267.14,45329286973.62,1763466493263.96,BTC
"Sunday, January 25, 2026",89104.76,89193.15,86003.71,86572.22,36124986722.45,1729646133351.84,BTC
"Saturday, January 24, 2026",89506.15,89811.61,89044.29,89110.74,14558687712.35,1780334302834.70,BTC
"Friday, January 23, 2026",89462.05,91100.25,88486.36,89503.88,38997586037.34,1788323604670.52,BTC
"Thursday, January 22, 2026",89378.52,90258.96,88438.45,89462.45,35549685694.39,1787402810849.86,BTC
"Wednesday, January 21, 2026",88326.51,90430.41,87231.57,89376.96,56330422433.73,1785689879859.13,BTC
"Tuesday, January 20, 2026",92553.60,92798.43,87814.93,88310.90,53072968030.62,1764636107425.99,BTC
"Monday, January 19, 2026",93655.67,93660.83,92089.25,92553.60,39195241508.14,1849045615035.72,BTC
"Sunday, January 18, 2026",95101.18,95491.51,93588.87,93634.43,20809781232.19,1871022219173.61,BTC
"Saturday, January 17, 2026",95525.16,95598.47,95005.61,95099.92,16021715121.52,1899854321010.45,BTC
"Friday, January 16, 2026",95554.10,95801.89,94259.27,95525.12,33248170537.31,1908282176973.06,BTC
"Thursday, January 15, 2026",96931.29,97150.17,95103.24,95551.19,53086363026.80,1908822996745.49,BTC
"Wednesday, January 14, 2026",95322.91,97860.60,94583.05,96929.33,60592490862.71,1936292206819.42,BTC
"Tuesday, January 13, 2026",91185.34,96011.62,90941.93,95321.78,54980674354.18,1904126001874.40,BTC
"Monday, January 12, 2026",90825.86,92395.53,90055.02,91192.99,41346275357.57,1821437354612.45,BTC
"Sunday, January 11, 2026",90385.36,91155.23,90212.02,90827.46,17165568976.92,1814215503631.77,BTC
"Saturday, January 10, 2026",90510.10,90713.03,90283.40,90386.65,12385895281.94,1805381986062.13,BTC
"Friday, January 9, 2026",91026.28,91910.67,89625.38,90513.10,38305906684.08,1807829782280.26,BTC
"Thursday, January 8, 2026",91309.64,91485.85,89233.88,91027.13,42386697029.65,1818099933216.56,BTC
"Wednesday, January 7, 2026",93727.47,93738.79,90601.81,91308.05,43461295052.88,1823719166601.00,BTC
"Tuesday, January 6, 2026",93876.95,94395.30,91286.55,93729.03,52430605256.81,1871967456941.10,BTC
"Monday, January 5, 2026",91414.63,94762.07,91414.63,93882.55,53376407252.23,1874914450779.01,BTC
"Sunday, January 4, 2026",90603.00,91712.58,90595.10,91413.49,26770491367.89,1825699779828.25,BTC
"Saturday, January 3, 2026",89945.06,90679.57,89328.07,90603.19,20774828591.87,1809448593114.68,BTC
"Friday, January 2, 2026",88733.07,90884.46,88298.62,89944.69,46398906170.60,1796265116604.57,BTC
"Thursday, January 1, 2026",87508.05,88803.23,87399.41,88731.99,18849043989.91,1772022035625.02,BTC
"Wednesday, December 31, 2025",88429.59,89080.29,87130.56,87508.83,33830210615.60,1747516285032.25,BTC
"Tuesday, December 30, 2025",87134.35,89297.94,86735.54,88430.14,35586356224.95,1765882956055.39,BTC
"Monday, December 29, 2025",87835.79,90299.16,86717.92,87138.14,48411625848.57,1739983962853.19,BTC
"Sunday, December 28, 2025",87799.35,87986.89,87394.95,87835.83,15156557929.12,1753950316755.53,BTC
"Saturday, December 27, 2025",87301.43,87874.78,87182.98,87802.16,13741199310.04,1753177851333.27,BTC
"Friday, December 26, 2025",87235.51,89459.43,86628.14,87301.43,42455674908.21,1743200359182.55,BTC
"Thursday, December 25, 2025",87608.32,88501.79,86949.26,87234.74,19953216347.25,1741841494112.69,BTC
"Wednesday, December 24, 2025",87404.32,87956.88,86411.80,87611.96,25550297986.12,1749246171659.38,BTC
"Tuesday, December 23, 2025",88490.03,88898.39,86606.97,87414.00,43683011532.93,1745129984538.78,BTC
"Monday, December 22, 2025",88621.40,90501.93,87908.07,88490.02,38047472118.35,1766766685483.64,BTC
"Sunday, December 21, 2025",88344.70,89027.95,87613.20,88621.75,19845522659.70,1769352244085.25,BTC
"Saturday, December 20, 2025",88101.67,88497.21,87924.87,88344.00,14688196659.30,1763791170420.54,BTC
"Friday, December 19, 2025",85476.14,89339.12,85107.66,88103.38,46733310561.08,1758898317899.92,BTC
"Thursday, December 18, 2025",86144.37,89412.66,84436.32,85462.51,52667115348.19,1706442078689.92,BTC
"Wednesday, December 17, 2025",87847.62,90264.57,85316.27,86143.76,44243392913.92,1719743031115.64,BTC
"Tuesday, December 16, 2025",86424.41,88170.10,85381.69,87843.99,41262178222.60,1753709062300.30,BTC
"Monday, December 15, 2025",88171.08,89983.92,85304.08,86419.78,45559514322.51,1725255522374.36,BTC
"Sunday, December 14, 2025",90296.43,90498.11,87634.94,88175.18,50465972205.32,1760088123504.14,BTC
"Saturday, December 13, 2025",90257.80,90647.57,89800.99,90298.71,64237748110.30,1802479365594.46,BTC
"Friday, December 12, 2025",92513.67,92747.93,89532.60,90270.41,80275884583.23,1801666374031.14,BTC
"Thursday, December 11, 2025",92011.30,93554.27,89335.30,92511.34,64532834620.50,1846654862645.22,BTC
"Wednesday, December 10, 2025",92695.23,94477.16,91640.13,92020.95,65420694512.66,1836582077910.69,BTC
"Tuesday, December 9, 2025",90639.70,94601.57,89586.98,92691.71,66861721440.10,1850188984751.73,BTC
"Monday, December 8, 2025",90424.59,92267.11,89644.89,90640.21,57394099055.58,1809123702731.36,BTC
"Sunday, December 7, 2025",89277.81,91740.85,87799.56,90405.64,47394898959.52,1804784849762.55,BTC
"Saturday, December 6, 2025",89389.36,90267.46,88951.67,89272.37,37994042405.21,1781854757985.33,BTC
"Friday, December 5, 2025",92133.65,92702.64,88152.14,89387.75,63256398633.38,1784015531623.96,BTC
"Thursday, December 4, 2025",93454.26,94038.24,90976.10,92141.62,64538402680.68,1838772518577.89,BTC
"Wednesday, December 3, 2025",91345.10,94060.77,91056.39,93527.80,77650204985.76,1865089964611.66,BTC
"Tuesday, December 2, 2025",86322.54,92316.63,86202.19,91350.21,78546798211.05,1822960371502.33,BTC
"Monday, December 1, 2025",90389.11,90398.16,83862.25,86321.57,87962894424.44,1722689774800.61,BTC
"Sunday, November 30, 2025",90838.21,91965.04,90394.31,90394.31,38497902869.11,1803803900068.52,BTC
"Saturday, November 29, 2025",90918.74,91187.62,90260.19,90851.75,37921773455.29,1812721245279.90,BTC
"Friday, November 28, 2025",91285.38,92969.09,90257.12,90919.27,60895830288.66,1814288819155.76,BTC
"Thursday, November 27, 2025",90517.77,91897.58,90089.52,91285.37,57040622844.67,1821561772280.62,BTC
"Wednesday, November 26, 2025",87345.59,90581.15,86316.90,90518.37,66496301869.43,1806202811723.68,BTC
"Tuesday, November 25, 2025",88269.96,88457.33,86131.43,87341.89,64837343544.92,1742845443841.14,BTC
"Monday, November 24, 2025",86798.77,89206.34,85272.20,88270.56,74433896109.64,1761274125685.88,BTC
"Sunday, November 23, 2025",84648.61,88038.47,84641.77,86805.01,58083435575.55,1731864376001.43,BTC
"Saturday, November 22, 2025",85098.57,85503.01,83490.90,84648.36,40793099246.11,1688942560012.89,BTC
"Friday, November 21, 2025",86528.77,87380.81,80659.81,85090.69,129157506112.10,1697767449246.67,BTC
"Thursday, November 20, 2025",91459.35,93025.07,86040.80,86631.90,97970645637.66,1726300933847.71,BTC
"Wednesday, November 19, 2025",92946.17,92946.17,88526.83,91465.99,80350354656.08,1824801361626.69,BTC
"Tuesday, November 18, 2025",92094.53,93745.08,89300.46,92948.87,101333569061.99,1854316908538.43,BTC
"Monday, November 17, 2025",94180.88,95928.37,91214.75,92093.87,94186165724.42,1837303984873.06,BTC
"Sunday, November 16, 2025",95556.87,96564.19,92971.17,94177.07,71086235862.23,1878796595872.52,BTC
"Saturday, November 15, 2025",94420.47,96728.47,94420.47,95549.15,38500716654.17,1906091949062.62,BTC
"Friday, November 14, 2025",99694.71,99804.43,94000.73,94397.79,114346441890.18,1883576225586.52,BTC
"Thursday, November 13, 2025",101674.15,104005.49,97988.72,99697.49,101546815415.95,1988753566437.57,BTC
"Wednesday, November 12, 2025",103011.43,105297.23,100836.61,101663.19,64347179407.55,2028193369222.48,BTC
"Tuesday, November 11, 2025",105996.86,107428.26,102457.33,102997.47,71130078574.37,2054823782940.53,BTC
"Monday, November 10, 2025",104723.77,106564.70,104350.65,105996.60,69585887229.14,2114307338734.65,BTC
"Sunday, November 9, 2025",102278.98,105418.37,101468.88,104719.64,59679243012.82,2088873006728.90,BTC
"Saturday, November 8, 2025",103371.70,103373.56,101458.04,102282.11,51446691094.53,2040075678640.12,BTC
"Friday, November 7, 2025",101286.24,104052.92,99257.06,103372.41,92168030080.75,2061830246982.65,BTC
"Thursday, November 6, 2025",103893.67,104147.30,100336.87,101301.29,63932752860.80,2020190184566.83,BTC
"Wednesday, November 5, 2025",101579.24,104534.70,98989.92,103891.84,77584934803.74,2072068578561.24,BTC
"Tuesday, November 4, 2025",106541.42,107264.88,98962.06,101590.52,110967184772.86,2025909299235.06,BTC
"Monday, November 3, 2025",110646.91,110764.92,105336.36,106547.52,72852006359.15,2124870430622.27,BTC
"Sunday, November 2, 2025",110064.43,111167.31,109523.46,110639.63,34284209458.94,2206703485500.82,BTC
"Saturday, November 1, 2025",109558.63,110574.90,109372.95,110064.02,25871668761.94,2195031469846.04,BTC
"Friday, October 31, 2025",108304.41,111031.82,108288.27,109556.16,60090359559.55,2184893745051.09,BTC
"Thursday, October 30, 2025",110059.20,111612.35,106376.69,108305.55,69673964813.67,2159806960807.70,BTC
"Wednesday, October 29, 2025",112921.33,113642.72,109368.72,110055.30,62192043468.67,2194776069999.38,BTC
"Tuesday, October 28, 2025",114129.09,116078.99,112291.68,112956.17,64528066504.07,2251805068453.25,BTC
"Monday, October 27, 2025",114479.85,116273.31,113882.29,114119.32,61761358733.17,2275835954529.27,BTC
"Sunday, October 26, 2025",111639.05,115260.91,111268.49,114472.44,41708524143.03,2282777872258.63,BTC
"Saturday, October 25, 2025",111032.61,111947.70,110704.41,111641.73,24707667305.22,2226078132793.31,BTC
"Friday, October 24, 2025",110069.35,111842.53,109770.15,111033.92,48160816980.41,2213928828746.43,BTC
"Thursday, October 23, 2025",107679.44,111288.59,107548.43,110069.72,54944076060.09,2194660092834.64,BTC
"Wednesday, October 22, 2025",108491.53,109115.14,106778.00,107688.59,80807013217.67,2146962722154.53,BTC
"Tuesday, October 21, 2025",110587.63,113996.35,107534.75,108476.89,101194375480.17,2163102017753.36,BTC
"Monday, October 20, 2025",108667.44,111711.03,107485.01,110588.93,63507793084.59,2204868785654.89,BTC
"Sunday, October 19, 2025",107204.31,109488.99,106157.79,108666.71,47657008952.53,2166469140315.34,BTC
"Saturday, October 18, 2025",106483.74,107490.98,106387.45,107198.27,37779905278.47,2137288778462.57,BTC
"Friday, October 17, 2025",108179.13,109235.81,103598.43,106467.79,99703051669.23,2122869968031.88,BTC
"Thursday, October 16, 2025",110782.17,111990.81,107537.03,108186.04,87306423067.48,2156578744337.95,BTC
"Wednesday, October 15, 2025",113113.97,113622.38,110235.84,110783.17,72574132855.11,2208376792808.87,BTC
"Tuesday, October 14, 2025",115264.88,115502.88,110029.49,113118.67,92212917403.23,2254859843995.83,BTC
"Monday, October 13, 2025",115161.68,116020.49,113821.19,115271.08,71582026738.87,2297709116995.09,BTC
"Sunday, October 12, 2025",110811.51,115805.07,109715.54,115169.76,93710414090.64,2295493500275.05,BTC
"Saturday, October 11, 2025",113236.43,113429.72,109760.56,110807.88,110236934340.44,2208782640083.79,BTC
"Friday, October 10, 2025",121704.74,122509.66,104582.41,113214.37,153125018868.11,2257116276274.94,BTC
"Thursday, October 9, 2025",123337.07,123739.35,119812.03,121705.58,74653009424.96,2425798679230.03,BTC
"Wednesday, October 8, 2025",121448.35,124167.09,121119.18,123354.87,65354305285.91,2458333960629.99,BTC
"Tuesday, October 7, 2025",124752.14,125184.03,120681.97,121451.38,76149412513.03,2420648589010.21,BTC
"Monday, October 6, 2025",123510.45,126198.07,123196.05,124752.53,72568881188.34,2486340085205.98,BTC
"Sunday, October 5, 2025",122419.67,125559.21,122191.96,123513.47,73689317763.05,2461341319591.38,BTC
"Saturday, October 4, 2025",122267.47,122857.64,121577.57,122425.43,36769171734.75,2439604048667.28,BTC
"Friday, October 3, 2025",120656.98,123944.70,119344.31,122266.53,83941392228.12,2436570957894.73,BTC
"Thursday, October 2, 2025",118652.39,121086.41,118383.16,120681.26,71415163911.62,2404476831114.30,BTC
"Wednesday, October 1, 2025",114057.59,118648.93,113981.40,118648.93,71328680131.60,2364528832561.99,BTC
"Tuesday, September 30, 2025",114396.52,114836.62,112740.56,114056.08,58986330258.25,2272962850720.10,BTC
"Monday, September 29, 2025",112117.88,114473.57,111589.95,114400.39,60000147465.61,2279698774405.04,BTC
"Sunday, September 28, 2025",109681.95,112375.48,109236.95,112122.64,33371048505.29,2234220620825.09,BTC
"Saturday, September 27, 2025",109707.14,109778.50,109144.29,109681.94,26308042910.14,2185641706167.04,BTC
"Friday, September 26, 2025",109041.29,110359.19,108728.98,109712.83,57738288948.87,2186093717136.85,BTC
"Thursday, September 25, 2025",113330.17,113541.09,108713.40,109049.29,75528654283.63,2172778969611.28,BTC
"Wednesday, September 24, 2025",112007.67,113986.27,111229.64,113328.63,48044595084.74,2258188096263.37,BTC
"Tuesday, September 23, 2025",112757.48,113351.91,111535.57,112014.50,47211853278.67,2231784565506.68,BTC
"Monday, September 22, 2025",115309.22,115431.31,112037.64,112748.51,70684158591.15,2246673306140.46,BTC
"Sunday, September 21, 2025",115730.23,115901.09,115252.58,115306.10,22495852193.17,2297339763871.24,BTC
"Saturday, September 20, 2025",115691.13,116191.15,115473.52,115721.96,22864449614.47,2305727545530.23,BTC
"Friday, September 19, 2025",117137.67,117479.75,115141.82,115688.86,38828473971.12,2304948597306.78,BTC
"Thursday, September 18, 2025",116461.26,117911.79,116188.80,117137.20,49457272032.38,2333715124062.34,BTC
"Wednesday, September 17, 2025",116840.51,117328.61,114794.97,116468.51,60528025996.30,2320183085224.08,BTC
"Tuesday, September 16, 2025",115423.75,117005.28,114813.09,116843.18,45781744592.98,2327691788783.86,BTC
"Monday, September 15, 2025",115399.63,116747.88,114461.06,115444.87,52937859416.04,2299410634533.67,BTC
"Sunday, September 14, 2025",115950.29,116181.50,115222.40,115407.65,32798036056.78,2298871666829.88,BTC
"Saturday, September 13, 2025",116093.56,116334.63,115248.28,115950.51,34549454946.66,2309784087733.52,BTC
"Friday, September 12, 2025",115507.79,116769.38,114794.48,116101.58,54785725894.45,2312575346970.39,BTC
"Thursday, September 11, 2025",113961.43,115522.54,113453.84,115507.54,45685065332.30,2300873652880.90,BTC
"Wednesday, September 10, 2025",111531.25,114275.25,110940.08,113955.36,56377473784.11,2270015122299.65,BTC
"Tuesday, September 9, 2025",112077.58,113225.44,110776.70,111530.55,45984480722.09,2221551890594.18,BTC
"Monday, September 8, 2025",111163.02,112869.24,110630.61,112071.43,40212813406.78,2232377995774.42,BTC
"Sunday, September 7, 2025",110221.33,111591.08,110211.62,111167.62,24618007519.76,2214104302826.17,BTC
"Saturday, September 6, 2025",110650.57,111275.02,110024.08,110224.70,21500719035.81,2195293247853.39,BTC
"Friday, September 5, 2025",110723.01,113357.49,110233.40,110650.99,60241647677.23,2203793467266.42,BTC
"Thursday, September 4, 2025",111718.15,112208.33,109347.23,110723.60,60131132900.90,2205191335152.30,BTC
"Wednesday, September 3, 2025",111190.70,112600.22,110582.96,111723.21,61119643564.64,2224907382002.52,BTC
"Tuesday, September 2, 2025",109243.07,111748.01,108454.03,111200.59,74776999490.97,2214403015411.19,BTC
"Monday, September 1, 2025",108228.75,109890.58,107271.18,109250.59,66870372995.20,2175562358172.14,BTC
"Sunday, August 31, 2025",108818.46,109491.00,108104.66,108236.71,47986191770.07,2155311534755.20,BTC
"Saturday, August 30, 2025",108409.40,108929.35,107444.44,108808.07,51486264207.90,2167007351838.78,BTC
"Friday, August 29, 2025",112550.52,112619.05,107559.62,108410.84,77843379643.52,2158807975372.90,BTC
"Thursday, August 28, 2025",111219.05,113450.08,110900.92,112544.80,58860155962.40,2241214229395.23,BTC
"Wednesday, August 27, 2025",111795.71,112619.42,110398.26,111222.06,62137056408.51,2214646576273.91,BTC
"Tuesday, August 26, 2025",110124.11,112397.01,108762.04,111802.66,69396320316.88,2226076813796.44,BTC
"Monday, August 25, 2025",113456.89,113637.84,109324.28,110124.35,85706860189.64,2192739869455.91,BTC
"Sunday, August 24, 2025",115387.39,115615.08,111060.54,113458.43,73961489632.02,2259049760359.11,BTC
"Saturday, August 23, 2025",116866.37,116996.25,114536.11,115374.33,55377142585.98,2297430001314.73,BTC
"Friday, August 22, 2025",112433.73,117377.40,111678.95,116874.09,82528088239.59,2326822823274.44,BTC
"Thursday, August 21, 2025",114275.68,114802.65,111986.23,112419.03,57817883699.69,2238516228088.39,BTC
"Wednesday, August 20, 2025",112828.02,114625.80,112387.96,114274.74,67993811525.52,2275137450832.98,BTC
"Tuesday, August 19, 2025",116241.86,116764.50,112730.40,112831.18,71657600352.99,2246264081038.23,BTC
